cod_ibge,nome,microrregiao,mesorregiao,populacao_2022,pib_mil_reais,idhm,forest_pct,temp_mean_c,precip_annual_mm,humidity_mean_pct,livability_score,rank
3545803,Santa Bárbara d'Oeste,Campinas,Campinas,183347,10803992.0000,0.7810,5.6700,22.2000,1053.0000,68.2000,0.5745,106
3525300,Jaú,Jaú,Bauru,133497,6542933.0000,0.7780,4.0700,22.3000,913.0000,69.9000,0.5743,107
3506359,Bertioga,Santos,Metropolitana de São Paulo,64188,2663550.0000,0.7300,88.3300,23.0000,2689.0000,83.3000,0.5732,108
3518701,Guarujá,Santos,Metropolitana de São Paulo,287634,11536359.0000,0.7510,54.9000,23.0000,2689.0000,83.3000,0.5729,109
3549953,São Lourenço da Serra,Itapecerica da Serra,Metropolitana de São Paulo,16067,346115.0000,0.7280,83.5800,19.0000,1094.0000,83.2000,0.5717,110
3554508,Tietê,Piracicaba,Piracicaba,37663,2954948.0000,0.7780,8.4600,22.2000,1053.0000,68.2000,0.5717,111
3530508,Mococa,São João da Boa Vista,Campinas,67681,4014553.0000,0.7620,17.2400,22.1000,1058.0000,67.3000,0.5703,112
3509700,Campos do Jordão,Campos do Jordão,Vale do Paraíba Paulista,46974,1946799.0000,0.7490,71.2100,14.7000,1523.0000,79.8000,0.5702,113
3552502,Suzano,Mogi das Cruzes,Metropolitana de São Paulo,307429,18618698.0000,0.7650,30.3600,23.0000,2689.0000,83.3000,0.5694,114
3524303,Jaboticabal,Jaboticabal,Ribeirão Preto,71821,4156253.0000,0.7780,4.3600,23.0000,951.0000,65.9000,0.5690,115
3512704,Corumbataí,Rio Claro,Piracicaba,4195,354604.0000,0.7540,20.0800,21.4000,1019.0000,66.1000,0.5687,116
3524907,Jambeiro,Paraibuna/Paraitinga,Vale do Paraíba Paulista,6397,461642.0000,0.7560,25.6200,19.4000,1033.0000,78.2000,0.5685,117
3538808,Piraju,Ourinhos,Assis,29436,1088629.0000,0.7580,16.9000,20.3000,1110.0000,73.5000,0.5684,118
3500550,Águas de Santa Bárbara,Avaré,Bauru,7177,375562.0000,0.7570,18.2500,20.3000,1110.0000,73.5000,0.5681,119
3521408,Iracemápolis,Limeira,Piracicaba,21967,2403778.0000,0.7760,8.4400,22.2000,1053.0000,68.2000,0.5670,120
3527108,Lins,Lins,Bauru,74779,8610363.0000,0.7860,6.8000,23.5000,924.0000,65.8000,0.5667,121
3520301,Iguape,Registro,Litoral Sul Paulista,29115,1896850.0000,0.7260,82.7500,21.9000,1745.0000,85.9000,0.5662,122
3522307,Itapetininga,Itapetininga,Itapetininga,157790,7962802.0000,0.7630,19.0200,19.3000,1108.0000,81.0000,0.5651,123
3529401,Mauá,São Paulo,Metropolitana de São Paulo,418261,25000732.0000,0.7660,18.6500,19.0000,1094.0000,83.2000,0.5647,124
3544905,Sales Oliveira,São Joaquim da Barra,Ribeirão Preto,11411,529464.0000,0.7720,7.5800,23.5000,1102.0000,63.3000,0.5642,125
3524006,Itupeva,Jundiaí,Macro Metropolitana Paulista,70616,10529260.0000,0.7620,18.4500,19.3000,1086.0000,79.0000,0.5640,126
3502507,Aparecida,Guaratinguetá,Vale do Paraíba Paulista,32569,1369699.0000,0.7550,25.7900,21.1000,1140.0000,73.6000,0.5636,127
3520103,Igarapava,Ituverava,Ribeirão Preto,26212,1422122.0000,0.7680,13.2500,23.5000,1102.0000,63.3000,0.5633,128
3526902,Limeira,Limeira,Piracicaba,291869,20876940.0000,0.7750,7.4900,22.2000,1053.0000,68.2000,0.5633,129
3542602,Registro,Registro,Litoral Sul Paulista,59947,2931915.0000,0.7540,51.5600,21.5000,1887.0000,86.7000,0.5624,130
3552809,Taboão da Serra,Itapecerica da Serra,Metropolitana de São Paulo,273542,12084179.0000,0.7690,6.0000,19.3000,1086.0000,79.0000,0.5620,131
3534708,Ourinhos,Ourinhos,Assis,103970,4902762.0000,0.7780,4.8000,22.5000,1182.0000,69.9000,0.5618,132
3508603,Cachoeira Paulista,Guaratinguetá,Vale do Paraíba Paulista,31564,847786.0000,0.7640,12.0900,21.6000,1131.0000,69.3000,0.5610,133
3522208,Itapecerica da Serra,Itapecerica da Serra,Metropolitana de São Paulo,158522,6215134.0000,0.7420,53.0600,19.0000,1094.0000,83.2000,0.5595,134
3531308,Monte Alto,Jaboticabal,Ribeirão Preto,47574,3062782.0000,0.7680,8.6900,23.1000,926.0000,65.3000,0.5587,135
3528007,Macatuba,Jaú,Bauru,16829,691847.0000,0.7700,5.4000,22.3000,913.0000,69.9000,0.5577,136
3556503,Várzea Paulista,Jundiaí,Macro Metropolitana Paulista,115771,4736062.0000,0.7590,18.1600,19.3000,1086.0000,79.0000,0.5566,137
3539806,Poá,Mogi das Cruzes,Metropolitana de São Paulo,103765,4610760.0000,0.7710,5.1800,19.3000,1253.0000,80.4000,0.5564,138
3556602,Vera Cruz,Marília,Marília,10176,302805.0000,0.7540,17.5600,21.8000,1067.0000,66.7000,0.5563,139
3533908,Olímpia,São José do Rio Preto,São José do Rio Preto,55074,3569676.0000,0.7730,10.5500,23.5000,954.0000,65.5000,0.5557,140
3513504,Cubatão,Santos,Metropolitana de São Paulo,112476,27813388.0000,0.7370,64.9900,23.0000,2689.0000,83.3000,0.5553,141
3508405,Cabreúva,Sorocaba,Macro Metropolitana Paulista,47011,7240981.0000,0.7380,49.3000,19.3000,1086.0000,79.0000,0.5535,142
3553609,Tapiratiba,São João da Boa Vista,Campinas,11816,358653.0000,0.7510,22.7900,22.1000,1058.0000,67.3000,0.5529,143
3504909,Bananal,Bananal,Vale do Paraíba Paulista,9969,282444.0000,0.7330,54.2400,21.6000,1131.0000,69.3000,0.5509,144
3538600,Piracaia,Bragança Paulista,Macro Metropolitana Paulista,26029,799449.0000,0.7390,33.1300,19.9000,1214.0000,74.8000,0.5499,145
3512803,Cosmópolis,Campinas,Campinas,59773,2313364.0000,0.7690,7.8400,22.2000,1053.0000,68.2000,0.5499,146
3526803,Lençóis Paulista,Bauru,Bauru,66505,6564648.0000,0.7640,9.2500,22.3000,913.0000,69.9000,0.5494,147
3524105,Ituverava,Ituverava,Ribeirão Preto,37571,2218625.0000,0.7650,7.5400,23.5000,1102.0000,63.3000,0.5479,148
3501707,Américo Brasiliense,Araraquara,Araraquara,33019,1504962.0000,0.7510,10.4500,21.4000,1019.0000,66.1000,0.5476,149
3529302,Matão,Araraquara,Araraquara,79033,7646780.0000,0.7730,12.2900,23.4000,930.0000,65.3000,0.5468,150
3507803,Brodowski,Ribeirão Preto,Ribeirão Preto,25201,1210305.0000,0.7550,11.0800,22.2000,1050.0000,66.4000,0.5465,151
3540606,Porto Feliz,Sorocaba,Macro Metropolitana Paulista,56497,5067049.0000,0.7580,7.9800,20.8000,1205.0000,73.3000,0.5465,152
3525003,Jandira,Osasco,Metropolitana de São Paulo,118045,5547107.0000,0.7600,9.5400,19.3000,1086.0000,79.0000,0.5463,153
3531407,Monte Aprazível,Nhandeara,São José do Rio Preto,22280,1038560.0000,0.7850,7.5600,24.2000,1011.0000,64.9000,0.5456,154
3540002,Pompéia,Marília,Marília,20196,2509065.0000,0.7860,7.7300,23.8000,1072.0000,63.1000,0.5453,155
3500501,Águas de Lindóia,Amparo,Campinas,17930,801115.0000,0.7450,18.5300,21.7000,1119.0000,67.7000,0.5443,156
3513108,Cravinhos,Ribeirão Preto,Ribeirão Preto,33281,2357353.0000,0.7560,6.9300,22.2000,1050.0000,66.4000,0.5428,157
3528403,Mairinque,Sorocaba,Macro Metropolitana Paulista,50027,2923463.0000,0.7430,33.3700,19.3000,1086.0000,79.0000,0.5418,158
3549409,São Joaquim da Barra,São Joaquim da Barra,Ribeirão Preto,48558,2733786.0000,0.7620,7.8500,23.5000,1102.0000,63.3000,0.5414,159
3540705,Porto Ferreira,Pirassununga,Campinas,52649,3069355.0000,0.7510,13.5000,22.1000,1058.0000,67.3000,0.5393,160
3546256,Santa Cruz da Esperança,Batatais,Ribeirão Preto,2116,101459.0000,0.7430,25.0000,22.2000,1050.0000,66.4000,0.5391,161
3534203,Orindiúva,São José do Rio Preto,São José do Rio Preto,6024,830370.0000,0.7670,8.5200,23.5000,954.0000,65.5000,0.5388,162
3520442,Ilha Solteira,Andradina,Araçatuba,25549,917732.0000,0.8120,3.2600,25.2000,877.0000,59.6000,0.5379,163
3501004,Altinópolis,Batatais,Ribeirão Preto,16818,946538.0000,0.7300,26.3000,20.6000,1144.0000,68.6000,0.5375,164
3536307,Patrocínio Paulista,Franca,Ribeirão Preto,14512,1850012.0000,0.7300,25.8700,20.6000,1144.0000,68.6000,0.5369,165
3536208,Pariquera-Açu,Registro,Litoral Sul Paulista,19233,753097.0000,0.7360,62.2300,21.5000,1887.0000,86.7000,0.5363,166
3539103,Pirapora do Bom Jesus,Osasco,Metropolitana de São Paulo,18370,693314.0000,0.7270,53.9200,19.3000,1086.0000,79.0000,0.5348,167
3503802,Artur Nogueira,Mogi Mirim,Campinas,51456,2162833.0000,0.7490,5.6100,21.7000,1119.0000,67.7000,0.5347,168
3534500,Oscar Bressane,Marília,Marília,2470,123399.0000,0.7490,10.5200,21.8000,1067.0000,66.7000,0.5344,169
3513207,Cristais Paulista,Franca,Ribeirão Preto,9272,449171.0000,0.7340,17.8200,20.6000,1144.0000,68.6000,0.5344,170
3553203,Taiúva,Jaboticabal,Ribeirão Preto,6548,188353.0000,0.7600,4.3500,23.1000,926.0000,65.3000,0.5338,171
3527009,Lindóia,Amparo,Campinas,7014,405308.0000,0.7420,16.0000,21.7000,1119.0000,67.7000,0.5337,172
3554003,Tatuí,Tatuí,Itapetininga,123942,6784535.0000,0.7520,8.5700,20.8000,1205.0000,73.3000,0.5334,173
3507308,Boracéia,Jaú,Bauru,4715,657535.0000,0.7540,5.6300,22.1000,971.0000,68.5000,0.5330,174
3514700,Echaporã,Marília,Marília,6205,187403.0000,0.7450,15.7200,21.8000,1067.0000,66.7000,0.5328,175
3507902,Brotas,Rio Claro,Piracicaba,23898,1555980.0000,0.7400,17.7400,21.4000,1019.0000,66.1000,0.5328,176
3526209,Juquitiba,Itapecerica da Serra,Metropolitana de São Paulo,27404,660665.0000,0.7090,86.9900,19.0000,1094.0000,83.2000,0.5327,177
3500709,Agudos,Bauru,Bauru,37680,3415809.0000,0.7450,19.5900,22.1000,971.0000,68.5000,0.5326,178
3511300,Cedral,São José do Rio Preto,São José do Rio Preto,12618,808870.0000,0.7660,6.8600,23.4000,892.0000,64.0000,0.5320,179
3550407,São Pedro,Piracicaba,Piracicaba,38256,1243177.0000,0.7550,17.7500,22.2000,1053.0000,68.2000,0.5319,180
3553658,Taquaral,Jaboticabal,Ribeirão Preto,2619,92383.0000,0.7590,4.6400,23.1000,926.0000,65.3000,0.5319,181
3546801,Santa Isabel,Guarulhos,Metropolitana de São Paulo,53174,2298061.0000,0.7380,40.2600,19.3000,1253.0000,80.4000,0.5313,182
3551702,Sertãozinho,Ribeirão Preto,Ribeirão Preto,126887,9075018.0000,0.7610,5.1400,23.0000,951.0000,65.9000,0.5307,183
3546405,Santa Cruz do Rio Pardo,Ourinhos,Assis,46442,4319822.0000,0.7620,8.5200,22.5000,1182.0000,69.9000,0.5302,184
3514502,Duartina,Bauru,Bauru,12328,435780.0000,0.7480,12.4500,22.1000,971.0000,68.5000,0.5291,185
3506508,Birigui,Birigui,Araçatuba,118979,4866490.0000,0.7800,4.0800,24.2000,1011.0000,64.9000,0.5289,186
3509205,Cajamar,Osasco,Metropolitana de São Paulo,92689,28984602.0000,0.7280,47.9100,19.3000,1086.0000,79.0000,0.5283,187
3521101,Ipeúna,Rio Claro,Piracicaba,6831,1055776.0000,0.7530,18.0200,22.2000,1053.0000,68.2000,0.5277,188
3525201,Jarinu,Bragança Paulista,Macro Metropolitana Paulista,37535,3546444.0000,0.7330,27.2200,19.9000,1214.0000,74.8000,0.5274,189
3544301,Roseira,Guaratinguetá,Vale do Paraíba Paulista,10832,450314.0000,0.7370,28.8700,21.1000,1140.0000,73.6000,0.5263,190
3544004,Rio das Pedras,Piracicaba,Piracicaba,31328,2037526.0000,0.7590,7.4400,22.2000,1053.0000,68.2000,0.5261,191
3513801,Diadema,São Paulo,Metropolitana de São Paulo,393237,21229085.0000,0.7570,6.5500,19.0000,1094.0000,83.2000,0.5261,192
3525706,José Bonifácio,São José do Rio Preto,São José do Rio Preto,36633,1940540.0000,0.7770,6.6400,24.2000,1011.0000,64.9000,0.5256,193
3552403,Sumaré,Campinas,Campinas,279545,19026093.0000,0.7620,2.1700,22.2000,1053.0000,68.2000,0.5253,194
3522505,Itapevi,Osasco,Metropolitana de São Paulo,232297,15615097.0000,0.7350,34.5100,19.3000,1086.0000,79.0000,0.5249,195
3551306,Sebastianópolis do Sul,Nhandeara,São José do Rio Preto,3130,454542.0000,0.7730,12.1000,24.2000,1011.0000,64.9000,0.5244,196
3510906,Cássia dos Coqueiros,Batatais,Ribeirão Preto,2799,306056.0000,0.7340,29.0300,22.2000,1050.0000,66.4000,0.5241,197
3520426,Ilha Comprida,Registro,Litoral Sul Paulista,13419,2802536.0000,0.7250,55.3200,21.9000,1745.0000,85.9000,0.5237,198
3515004,Embu das Artes,Itapecerica da Serra,Metropolitana de São Paulo,250691,17290650.0000,0.7350,33.1100,19.3000,1086.0000,79.0000,0.5229,199
3512407,Cordeirópolis,Limeira,Piracicaba,24514,4167915.0000,0.7580,6.3900,22.2000,1053.0000,68.2000,0.5222,200
3557303,Estiva Gerbi,Mogi Mirim,Campinas,11295,532212.0000,0.7400,11.0200,21.7000,1119.0000,67.7000,0.5217,201
3531506,Monte Azul Paulista,Jaboticabal,Ribeirão Preto,18151,958014.0000,0.7530,7.1900,23.1000,926.0000,65.3000,0.5217,202
3509908,Cananéia,Registro,Litoral Sul Paulista,12289,330538.0000,0.7200,83.8700,17.8000,2035.0000,88.2000,0.5209,203
3543600,Rifaina,Franca,Ribeirão Preto,4049,232911.0000,0.7400,28.3900,23.5000,1102.0000,63.3000,0.5205,204
3532900,Nova Europa,Araraquara,Araraquara,9311,556400.0000,0.7650,6.9400,23.4000,930.0000,65.3000,0.5204,205
3507100,Bom Jesus dos Perdões,Bragança Paulista,Macro Metropolitana Paulista,22006,1627411.0000,0.7130,54.0000,19.9000,1214.0000,74.8000,0.5202,206
3513306,Cruzália,Assis,Assis,2108,218199.0000,0.7740,1.8100,23.2000,1165.0000,66.3000,0.5198,207
3500105,Adamantina,Adamantina,Presidente Prudente,34687,1705895.0000,0.7900,3.1400,24.5000,1054.0000,63.0000,0.5191,208
3537156,Pedrinhas Paulista,Assis,Assis,2804,177967.0000,0.7740,1.2000,23.2000,1165.0000,66.3000,0.5190,209
3545001,Salesópolis,Mogi das Cruzes,Metropolitana de São Paulo,15202,310985.0000,0.7320,48.0400,23.0000,2689.0000,83.3000,0.5188,210
3545605,Santa Adélia,Catanduva,São José do Rio Preto,14018,560339.0000,0.7600,7.2100,23.4000,892.0000,64.0000,0.5186,211
3546009,Santa Branca,São José dos Campos,Vale do Paraíba Paulista,13975,357556.0000,0.7350,24.1900,19.4000,1033.0000,78.2000,0.5177,212
3528809,Maracaí,Assis,Assis,12673,1039676.0000,0.7710,4.8300,23.2000,1165.0000,66.3000,0.5173,213
3502705,Apiaí,Capão Bonito,Itapetininga,24585,1235626.0000,0.7100,65.8200,19.4000,1135.0000,77.2000,0.5170,214
3526704,Leme,Limeira,Piracicaba,98161,4938512.0000,0.7440,8.3900,22.1000,1058.0000,67.3000,0.5155,215
3510609,Carapicuíba,Osasco,Metropolitana de São Paulo,386984,8436817.0000,0.7490,5.8200,19.3000,1086.0000,79.0000,0.5153,216
3512001,Colina,Barretos,Ribeirão Preto,18486,2052576.0000,0.7570,8.1700,23.5000,954.0000,65.5000,0.5151,217
3502804,Araçatuba,Araçatuba,Araçatuba,200124,11457740.0000,0.7880,3.4900,24.5000,1054.0000,63.0000,0.5150,218
3528601,Manduri,Ourinhos,Assis,9871,361118.0000,0.7390,10.3100,20.3000,1110.0000,73.5000,0.5147,219
3527603,Luís Antônio,Ribeirão Preto,Ribeirão Preto,12265,2385617.0000,0.7310,26.9500,22.2000,1050.0000,66.4000,0.5141,220
3531001,Monções,Nhandeara,São José do Rio Preto,1937,77881.0000,0.7720,6.3900,24.2000,1011.0000,64.9000,0.5137,221
3515608,Fernando Prestes,Jaboticabal,Ribeirão Preto,5942,281662.0000,0.7580,6.8600,23.4000,892.0000,64.0000,0.5135,222
3516408,Franco da Rocha,Franco da Rocha,Metropolitana de São Paulo,144849,5438089.0000,0.7310,38.6700,19.3000,1253.0000,80.4000,0.5127,223
3526605,Lavrinhas,Guaratinguetá,Vale do Paraíba Paulista,7171,169896.0000,0.7290,34.4100,21.6000,1131.0000,69.3000,0.5126,224
3537206,Pedro de Toledo,Itanhaém,Litoral Sul Paulista,11281,208399.0000,0.6960,92.3000,19.0000,1094.0000,83.2000,0.5103,225
3525854,Jumirim,Piracicaba,Piracicaba,3056,287951.0000,0.7410,9.9300,20.8000,1205.0000,73.3000,0.5099,226
3519071,Hortolândia,Campinas,Campinas,236641,22163924.0000,0.7560,1.0800,22.2000,1053.0000,68.2000,0.5098,227
3554409,Terra Roxa,Jaboticabal,Ribeirão Preto,7904,237426.0000,0.7490,5.2300,23.1000,926.0000,65.3000,0.5095,228
3524600,Jacupiranga,Registro,Litoral Sul Paulista,16097,698901.0000,0.7170,73.7300,21.5000,1887.0000,86.7000,0.5090,229
3521309,Ipuã,São Joaquim da Barra,Ribeirão Preto,14454,589810.0000,0.7490,5.9500,23.5000,1102.0000,63.3000,0.5085,230
3539004,Pirangi,Jaboticabal,Ribeirão Preto,10885,535545.0000,0.7560,6.5100,23.4000,892.0000,64.0000,0.5083,231
3541109,Presidente Alves,Bauru,Bauru,3804,112972.0000,0.7350,18.8100,22.1000,971.0000,68.5000,0.5082,232
3506805,Bocaina,Jaú,Bauru,11259,381376.0000,0.7420,15.7200,22.3000,913.0000,69.9000,0.5079,233
3514304,Dourado,São Carlos,Araraquara,8096,1178140.0000,0.7380,22.0400,22.3000,913.0000,69.9000,0.5079,234
3510401,Capivari,Piracicaba,Piracicaba,50068,3824460.0000,0.7500,9.0600,22.2000,1053.0000,68.2000,0.5076,235
3555000,Tupã,Tupã,Marília,63928,3128302.0000,0.7710,5.7300,23.8000,1072.0000,63.1000,0.5076,236
3515509,Fernandópolis,Fernandópolis,São José do Rio Preto,71186,2790708.0000,0.7970,6.2000,25.2000,877.0000,59.6000,0.5075,237
3536703,Pederneiras,Jaú,Bauru,44827,3840421.0000,0.7390,11.7400,22.1000,971.0000,68.5000,0.5071,238
3554706,Torrinha,Rio Claro,Piracicaba,9335,380075.0000,0.7440,11.4700,22.3000,913.0000,69.9000,0.5063,239
3519709,Ibiúna,Piedade,Macro Metropolitana Paulista,75605,3023501.0000,0.7100,61.3200,19.3000,1086.0000,79.0000,0.5062,240
3513900,Divinolândia,São João da Boa Vista,Campinas,11158,528584.0000,0.7340,17.7300,22.1000,1058.0000,67.3000,0.5060,241
3539202,Pirapozinho,Presidente Prudente,Presidente Prudente,25348,1410928.0000,0.7760,5.1400,23.9000,1163.0000,64.2000,0.5052,242
3533601,Nuporanga,São Joaquim da Barra,Ribeirão Preto,7391,1235537.0000,0.7460,8.3500,23.5000,1102.0000,63.3000,0.5051,243
3523602,Itirapina,Rio Claro,Piracicaba,16148,1570273.0000,0.7240,23.5300,21.4000,1019.0000,66.1000,0.5041,244
3550100,São Manuel,Botucatu,Bauru,37289,1889877.0000,0.7440,9.3700,22.3000,913.0000,69.9000,0.5032,245
3517406,Guaíra,São Joaquim da Barra,Ribeirão Preto,39279,3233958.0000,0.7530,6.0900,23.5000,954.0000,65.5000,0.5027,246
3529906,Miracatu,Registro,Litoral Sul Paulista,18553,560827.0000,0.6970,84.9000,21.9000,1745.0000,85.9000,0.5021,247
3522406,Itapeva,Itapeva,Itapetininga,89728,4558512.0000,0.7320,20.6300,19.4000,1135.0000,77.2000,0.5018,248
3556404,Vargem Grande do Sul,São João da Boa Vista,Campinas,40133,1431642.0000,0.7370,10.0500,22.1000,1058.0000,67.3000,0.5017,249
3539905,Poloni,Nhandeara,São José do Rio Preto,5592,199994.0000,0.7660,7.6900,24.2000,1011.0000,64.9000,0.5017,250
3535507,Paraguaçu Paulista,Assis,Assis,41120,3133902.0000,0.7620,7.9800,23.2000,1165.0000,66.3000,0.5011,251
3541901,Queluz,Guaratinguetá,Vale do Paraíba Paulista,9159,481509.0000,0.7220,37.3400,21.6000,1131.0000,69.3000,0.5006,252
3553302,Tambaú,São João da Boa Vista,Campinas,21435,966714.0000,0.7310,18.7600,22.1000,1058.0000,67.3000,0.5006,253
3527504,Lucianópolis,Bauru,Bauru,2372,138654.0000,0.7330,12.5100,21.8000,1067.0000,66.7000,0.5002,254
3536109,Pardinho,Botucatu,Bauru,7153,515971.0000,0.7270,18.9700,20.3000,1110.0000,73.5000,0.4995,255
3515152,Engenheiro Coelho,Mogi Mirim,Campinas,19566,814390.0000,0.7320,8.2800,21.7000,1119.0000,67.7000,0.4992,256
3515707,Ferraz de Vasconcelos,Mogi das Cruzes,Metropolitana de São Paulo,179198,5523981.0000,0.7380,18.1700,19.3000,1253.0000,80.4000,0.4989,257
3552106,Socorro,Amparo,Campinas,40122,1449301.0000,0.7290,12.6400,21.7000,1119.0000,67.7000,0.4986,258
3533502,Novo Horizonte,Novo Horizonte,São José do Rio Preto,38324,2313783.0000,0.7530,12.4700,23.5000,924.0000,65.8000,0.4984,259
3544806,Sales,Novo Horizonte,São José do Rio Preto,6437,266234.0000,0.7510,15.5500,23.5000,924.0000,65.8000,0.4983,260
3528858,Marapoama,Novo Horizonte,São José do Rio Preto,3292,163562.0000,0.7520,6.0200,23.4000,892.0000,64.0000,0.4983,261
3537800,Piedade,Piedade,Macro Metropolitana Paulista,52970,1839652.0000,0.7160,41.4000,20.8000,1205.0000,73.3000,0.4980,262
3511201,Catiguá,Catanduva,São José do Rio Preto,7003,196946.0000,0.7510,7.1000,23.4000,892.0000,64.0000,0.4976,263
3557105,Votuporanga,Votuporanga,São José do Rio Preto,96634,4582203.0000,0.7900,9.7000,25.2000,877.0000,59.6000,0.4964,264
3510203,Capão Bonito,Capão Bonito,Itapetininga,46337,1668882.0000,0.7210,38.3400,19.3000,1108.0000,81.0000,0.4960,265
3502101,Andradina,Andradina,Araçatuba,59783,4464940.0000,0.7790,4.5400,24.5000,1054.0000,63.0000,0.4957,266
3554953,Tuiuti,Bragança Paulista,Macro Metropolitana Paulista,6778,239682.0000,0.7280,13.2900,19.9000,1214.0000,74.8000,0.4953,267
3543253,Ribeirão Grande,Capão Bonito,Itapetininga,7450,127269.0000,0.7050,63.0400,19.3000,1108.0000,81.0000,0.4951,268
3527801,Lupércio,Marília,Marília,3981,115244.0000,0.7240,23.2300,21.8000,1067.0000,66.7000,0.4951,269
3542107,Rafard,Piracicaba,Piracicaba,8965,594930.0000,0.7450,8.3300,22.2000,1053.0000,68.2000,0.4949,270
3535606,Paraibuna,Paraibuna/Paraitinga,Vale do Paraíba Paulista,17667,408569.0000,0.7190,33.8500,19.4000,1033.0000,78.2000,0.4947,271
3511409,Cerqueira César,Avaré,Bauru,21469,1400618.0000,0.7290,12.3800,20.3000,1110.0000,73.5000,0.4945,272
3514924,Elisiário,Catanduva,São José do Rio Preto,3138,121971.0000,0.7470,11.1500,23.4000,892.0000,64.0000,0.4942,273
3535705,Paraíso,Catanduva,São José do Rio Preto,6099,436076.0000,0.7490,7.9600,23.4000,892.0000,64.0000,0.4942,274
3518859,Guatapará,Ribeirão Preto,Ribeirão Preto,7320,353798.0000,0.7430,8.5400,23.0000,951.0000,65.9000,0.4939,275
3530300,Mirassol,São José do Rio Preto,São José do Rio Preto,63337,3345888.0000,0.7620,8.4700,24.2000,1011.0000,64.9000,0.4935,276
3506607,Biritiba Mirim,Mogi das Cruzes,Metropolitana de São Paulo,29683,1111541.0000,0.7120,62.1100,23.0000,2689.0000,83.3000,0.4931,277
3543204,Ribeirão do Sul,Ourinhos,Assis,4677,326855.0000,0.7470,6.7900,22.5000,1182.0000,69.9000,0.4929,278
3537503,Pereiras,Tatuí,Itapetininga,8737,410463.0000,0.7360,6.0500,20.8000,1205.0000,73.3000,0.4926,279
3533809,Óleo,Ourinhos,Assis,2512,143212.0000,0.7300,9.4700,20.3000,1110.0000,73.5000,0.4926,280
3508207,Buritizal,Ituverava,Ribeirão Preto,4356,305568.0000,0.7350,17.1600,23.5000,1102.0000,63.3000,0.4925,281
3508108,Buritama,Birigui,Araçatuba,17210,746204.0000,0.7630,6.1200,24.2000,1011.0000,64.9000,0.4924,282
3538204,Pinhalzinho,Amparo,Campinas,15224,416405.0000,0.7250,16.0300,19.9000,1214.0000,74.8000,0.4924,283
3518305,Guararema,Mogi das Cruzes,Metropolitana de São Paulo,31236,2034663.0000,0.7310,31.4000,23.0000,2689.0000,83.3000,0.4921,284
3540101,Pongaí,Bauru,Bauru,3395,124380.0000,0.7550,4.7400,23.5000,924.0000,65.8000,0.4917,285
3521200,Iporanga,Capão Bonito,Itapetininga,4046,70829.0000,0.7030,90.6900,17.8000,2035.0000,88.2000,0.4915,286
3545308,Salto de Pirapora,Sorocaba,Macro Metropolitana Paulista,43748,2856415.0000,0.7290,16.2500,20.8000,1205.0000,73.3000,0.4913,287
3501509,Alvinlândia,Marília,Marília,2885,82613.0000,0.7220,23.6800,21.8000,1067.0000,66.7000,0.4911,288
3546306,Santa Cruz das Palmeiras,Pirassununga,Campinas,28864,788978.0000,0.7280,16.4900,22.1000,1058.0000,67.3000,0.4903,289
3514601,Dumont,Ribeirão Preto,Ribeirão Preto,9471,414002.0000,0.7440,4.3100,23.0000,951.0000,65.9000,0.4900,290
3510807,Casa Branca,São João da Boa Vista,Campinas,28083,1494279.0000,0.7300,13.1100,22.1000,1058.0000,67.3000,0.4900,291
3534609,Osvaldo Cruz,Adamantina,Presidente Prudente,31272,1615248.0000,0.7620,7.7300,23.8000,1072.0000,63.1000,0.4896,292
3553708,Taquaritinga,Jaboticabal,Ribeirão Preto,52260,2307145.0000,0.7480,6.4100,23.4000,892.0000,64.0000,0.4896,293
3542404,Regente Feijó,Presidente Prudente,Presidente Prudente,20145,1293798.0000,0.7680,6.7200,23.9000,1163.0000,64.2000,0.4889,294
3554755,Trabiju,Araraquara,Araraquara,1682,66641.0000,0.7220,16.2100,21.4000,1019.0000,66.1000,0.4888,295
3520202,Igaratá,São José dos Campos,Vale do Paraíba Paulista,10605,353163.0000,0.7110,35.6900,19.9000,1214.0000,74.8000,0.4887,296
3532058,Motuca,Araraquara,Araraquara,4034,171027.0000,0.7410,8.0800,23.0000,951.0000,65.9000,0.4886,297
3510005,Cândido Mota,Assis,Assis,29449,2482755.0000,0.7470,3.6700,22.5000,1182.0000,69.9000,0.4883,298
3555505,Ubirajara,Bauru,Bauru,5132,201026.0000,0.7270,13.8500,21.8000,1067.0000,66.7000,0.4883,299
3521002,Iperó,Sorocaba,Macro Metropolitana Paulista,36459,1291003.0000,0.7190,29.9800,20.8000,1205.0000,73.3000,0.4882,300
3529708,Miguelópolis,São Joaquim da Barra,Ribeirão Preto,19441,1113098.0000,0.7410,4.5200,23.5000,1102.0000,63.3000,0.4879,301
3535309,Palmital,Assis,Assis,19594,1405807.0000,0.7460,4.4100,22.5000,1182.0000,69.9000,0.4870,302
3504800,Bálsamo,São José do Rio Preto,São José do Rio Preto,9596,367871.0000,0.7560,12.9500,24.2000,1011.0000,64.9000,0.4862,303
3503000,Aramina,Ituverava,Ribeirão Preto,5420,219179.0000,0.7400,4.7700,23.5000,1102.0000,63.3000,0.4859,304
3542800,Ribeira,Capão Bonito,Itapetininga,3132,61922.0000,0.6980,62.9000,19.4000,1135.0000,77.2000,0.4849,305
